Workflow Name,Block Type,Block Name,Block Duration,Block Assignees,Block Logic Name,Block Logic Condition,Form Name,Form Section,Form Section Logic Name,Form Section Logic Condition,Question Type,Question ID,Question Title,Question Description,Question Logic Name,Question Logic Condition,Question Core Data
New Service or Third Party Onboarding,Intake,Initial Intake,,,,,New Purchase Request (V0.3),Attestation,,,Business owner,businessOwner,Relationship owner confirmation,Please confirm the name of the relationship owner who is responsible for managing this relationship.>⚠️ Note: The Relationship Owner __MUST NOT__ be a Cost Centre Owner. Please refer to the [list of Cost Centre Owners](https://docs.google.com/spreadsheets/d/1AbdXP8lZOKs6oF-ALwqBelv0N0MGxNMyTEvH_46x_hc/edit?gid=861387333#gid=861387333)*.,,,
New Service or Third Party Onboarding,Task,Sanctions Screening Checks,2 Days,TPPM Governace,,,Sanctions Screening Check,Overview,,,Dropdown,sanctionsScreeningCheck-overview-question-1,Was a positive match identified during the sanctions screening check of this vendor?,Kindly conduct sanctions checks using the list of providers and provide a report of the results here.,,,
New Service or Third Party Onboarding,Task,Sanctions Screening Checks,2 Days,TPPM Governace,,,Sanctions Screening Check,Overview,,,File upload,sanctionsScreeningCheck-overview-question-2,Please provide supporting documentation:,Kindly upload evidence of the sanctions check conducted using the list of providers and submit a detailed report of the results here.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,BC - Vendor Migration Tier,BC Migration & Tier Mapping,,,Boolean,bcVendorMigrationTier-isThisBCVendor-question,Is this a BC Migration Vendor?,,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,BC - Vendor Migration Tier,BC Migration & Tier Mapping,,,Dropdown,bcVendorMigrationTier-bcVendorMigrationTier-question-2,Specify Migration Tier,,,"{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""bcVendorMigrationTier-isThisBCVendor-question"",""questionType"":""boolean""},""secondaryField"":{""type"":""VARIABLE"",""value"":""true""}}",
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,Product,product,Service provider,Please provide the legal name of the provider,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,website,productWebsite,Website,,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,Core data,newPurchaseRequestV02-Legal Security & Technology information-question-6,Service category,IMPORTANTChoosing the correct Service Category is critical for accurate risk assessment and ensuring your request is handled correctly. The selected category must accurately reflect the nature of the service being provided by the Third Party.DO Select Based On:WHAT service the third party is providing (e.g. Software Consulting Recruitment).The nature and type of work being performed (e.g. Marketing Software IT Consulting Legal Services).Example 1: PwC = Professional Services & Consulting  > ConsultantExample 2: Slack = Software & Tools > Communication & Collaboration SaaSDO NOT Select Based On:Which Wise department is procuring the service.Who at Wise will ultimately use the service.If you are unsure which category to choose please:Review the Service Categories Wiki page: https://transferwise.atlassian.net/wiki/x/-dcN4QConnect with the Third-Party Management Team on Slack: #thirdpartymanagement,,,91140b22-a9ac-4098-86a7-3c07c6250721
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,longText,productDescription,Service Description,Summarise the service you intend to purchase. This will assist us in understanding your requirements efficiently and expediting the review process.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,Supplier portal assignees,supplierPortalAssignees,External Contact information,Please provide the Vendor point of contact for this engagement. This external contact will be in charge of completing any necessary vendor questionnaires for the onboarding process.[Please do not input Wise contacts here - these can be added later in the form as followers to the request.],,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,dropdown,buyerLegalEntity,Contracting Wise entity,Please specify the Wise entity that will be executing the agreement with the third party. This information is crucial to ensure proper legal and financial coherence down the line.,,,subsidiaries
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,Dropdown,newPurchaseRequestServicingEntity,Confirmation of other Wise entities consuming the service,"Please confirm if the Wise entity signing the contract will be the only entity consuming the services. If the service is not restricted to just one entity or is distributed to other entities select ""No"" and indicate below which entities further consume that service.",,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Vendor Information,,,Core data,f258a515-8f4a-4c08-a3ce-972b0c9130de,Additional Wise entities that will be using the service,"Select ""Global / Servicing all Wise entities"" if the service is not limited to specific entities.",,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestServicingEntity"",""questionType"":""dropdown""},""secondaryField"":{""type"":""VARIABLE"",""value"":""No""}}]}",9bff4e2e-d52f-4576-9a20-dc7e263c0be4
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Banking Question,,,Dropdown,BSP-Ownershiptype,Ownership type of the banking service provider,Please indicate the ownership type of the banking service provider,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Banking Question,,,Assignee autocomplete,BSP-Wisecontact,Contact for Banking Team,Please provide the contact details of the person from Wise's banking team.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Dropdown,newPurchaseRequestV02-page-4-question-1,Nature of the engagement,Please select the type of engagement into which we will enter with the provider.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Dropdown,newPurchaseRequestV03-page-4-question-6,What is the length of this third party engagement?,Please indicate the length of the engagement. If a definitive duration is not specified please provide your preferred ideal length for this engagement.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV02-page-4-question-1"",""questionType"":""dropdown""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Fixed Term""}}]}",
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Dropdown,newPurchaseRequestV03-Legal Security & Technology information-question-10,Renewal clause,Does this engagement include an automatic renewal clause? Kindly specify if this engagement contains a clause for automatic renewal in the contract.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""newPurchaseRequestV02-page-4-question-1"",""questionType"":""dropdown""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Fixed Term""}}]}",
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Total value,totalValue,Total Contract Value,"If you currently possess the order form/contract kindly specify the total cost as detailed in the document. If you have only received a quote or an initial indicative cost please provide that information. State the cost excluding any applicable taxes and VAT. If you're opting for a monthly subscription please indicate the estimated cost per annum.Example 1: You are signing a contract with a cost of $10000 per annum for three years with an implementation fee of $5000. The total contract value is therefore $35000.Example 2: You're buying a monthly subscription for $100 per month. Please enter the annual value as the total value; in this case would be $1200.For FREE Trials & POCs please enter ""0"" as the amount.",,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,dropdown,paymentType,Please choose the payment method for this arrangement.,Wise's standard payment method is via invoice. Please refer to our [Corporate Card Policy](https://transferwise.atlassian.net/wiki/spaces/FIN/pages/2976858643/Corporate+credit+card+policy) for more information. Direct debits are only to be used with appropriate approval from Accounts Payable.,,,payment-methods
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,dropdown,department,Please select the cost centre that will be incurring this cost.,The appropriate Finance business partner managing the cost centre will be notified of the vendor request.If unsure of which cost centre to select please consult with your manager or a member of the Finance team. If the cost is split between multiple cost centres please choose the main one.,,,department
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Contract: start date,contractStartDate,Start Date,Please indicate the planned or proposed start date for this engagement.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Contract: end date,contractEndDate,Contract: End date,Please enter the contract end date if known. In case of a POC please indicate the tentative end date for the trial and in case of a recurring agreement the next known renewal date.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,File upload,newPurchaseRequestV03-Legal Security & Technology information-question-5,Commercials,Please upload any commercial/pricing documents relating to this engagement such as quotes proposals and draft commercial documents.,,,
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Commercial,,,Address,address,Please provide the registered address of the third party.,If you have this information now please populate - otherwise the supplier will need to populate this.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""paymentType"",""source"":""payment-methods"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""4b2626a1-cea1-416e-82b7-1f58f99f3dac"",""source"":""payment-methods""}}]}",
New Service or Third Party Onboarding,Task,Initial Procurement Review,4 Days,Procurement,,,New Purchase Request (V0.3),Attestation,,,Radio group,MainAssessmentQ54,Do you require login information such as username and password or API keys and tokens to use this service or solution?,Any services requiring login information will have to be registered in UT.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""25ae02e0-34c0-4ecb-a991-ca74c2b4c9f9"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""73657b36-6f7f-4b76-86c1-137aebff1dfd"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""c4751937-9492-4da9-aaec-009c4b9f04e6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":3,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""150a51dc-2d14-4a3e-8188-c245880ee567"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":4,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""80ee0765-423e-4e91-8325-341dd26f4651"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":5,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""bf546be8-328d-478e-b5c4-50ea44f58a5e"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":6,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""7cbb6ab4-397c-4ab3-9b8b-c2aaaf48deff"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":7,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""887a9f7c-8571-44ff-8d56-7126466c4834"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":8,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""633c83a2-0916-48ae-85aa-1ff6ec7a4a6d"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":9,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""e40f32b0-e26c-49e2-ab97-95b90d0b349f"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":10,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""e9210173-b1c4-4d7a-ab68-6c361fecbbf9"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}},{""key"":11,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""67e57044-d293-4d7b-afbc-24b707d4b588"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721""}}]}",
